Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
13/06/14,walking,walking,2014-06-13T07:32:14+01:00,2014-06-13T07:35:05+01:00,171,0.153,312,18
13/06/14,transport,transport,2014-06-13T07:35:04+01:00,2014-06-13T07:39:34+01:00,270,0.707,0,0
13/06/14,walking,walking,2014-06-13T07:39:34+01:00,2014-06-13T07:44:04+01:00,270,0.164,387,19
13/06/14,transport,transport,2014-06-13T07:44:05+01:00,2014-06-13T08:15:16+01:00,1871,11.735,0,0
13/06/14,walking,walking,2014-06-13T08:15:15+01:00,2014-06-13T08:20:45+01:00,330,0.134,333,16
13/06/14,transport,transport,2014-06-13T08:20:46+01:00,2014-06-13T08:27:44+01:00,418,1.061,0,0
13/06/14,walking,walking,2014-06-13T08:27:44+01:00,2014-06-13T08:28:32+01:00,48,0.020,64,2
13/06/14,transport,transport,2014-06-13T08:36:44+01:00,2014-06-13T08:51:47+01:00,903,4.819,0,0
13/06/14,walking,walking,2014-06-13T08:51:47+01:00,2014-06-13T08:57:23+01:00,336,0.128,316,15
13/06/14,walking,walking,2014-06-13T08:57:24+01:00,2014-06-13T08:57:48+01:00,24,0.007,21,1
13/06/14,walking,walking,2014-06-13T10:10:15+01:00,2014-06-13T10:20:50+01:00,635,0.435,933,52
13/06/14,walking,walking,2014-06-13T10:37:45+01:00,2014-06-13T10:43:30+01:00,345,0.241,517,29
13/06/14,transport,transport,2014-06-13T10:53:47+01:00,2014-06-13T11:10:21+01:00,994,4.383,0,0
13/06/14,walking,walking,2014-06-13T11:10:20+01:00,2014-06-13T11:21:22+01:00,662,0.498,1176,59
13/06/14,walking,walking,2014-06-13T11:21:22+01:00,2014-06-13T11:22:00+01:00,38,0.017,53,2
13/06/14,walking,walking,2014-06-13T11:23:40+01:00,2014-06-13T11:28:49+01:00,309,0.185,385,22
13/06/14,walking,walking,2014-06-13T11:28:49+01:00,2014-06-13T11:29:27+01:00,38,0.016,50,2
13/06/14,walking,walking,2014-06-13T12:24:34+01:00,2014-06-13T12:25:09+01:00,35,0.015,47,2
13/06/14,walking,walking,2014-06-13T12:26:59+01:00,2014-06-13T12:45:24+01:00,1105,0.951,1879,113
13/06/14,walking,walking,2014-06-13T13:55:44+01:00,2014-06-13T14:02:35+01:00,411,0.296,617,35
13/06/14,walking,walking,2014-06-13T14:02:34+01:00,2014-06-13T14:03:05+01:00,31,0.014,43,2
13/06/14,walking,walking,2014-06-13T14:06:50+01:00,2014-06-13T14:21:34+01:00,884,0.774,1427,92
13/06/14,walking,walking,2014-06-13T16:34:34+01:00,2014-06-13T16:38:17+01:00,223,0.154,331,18
13/06/14,walking,walking,2014-06-13T17:20:05+01:00,2014-06-13T17:20:43+01:00,38,0.016,50,2
13/06/14,walking,walking,2014-06-13T18:00:14+01:00,2014-06-13T18:01:00+01:00,46,0.019,61,2
13/06/14,walking,walking,2014-06-13T18:02:42+01:00,2014-06-13T18:06:31+01:00,229,0.194,356,23
13/06/14,transport,transport,2014-06-13T18:06:30+01:00,2014-06-13T18:48:08+01:00,2498,12.345,0,0
13/06/14,walking,walking,2014-06-13T18:48:08+01:00,2014-06-13T18:51:08+01:00,180,0.098,316,12
13/06/14,transport,transport,2014-06-13T18:51:08+01:00,2014-06-13T18:55:38+01:00,270,0.747,0,0
13/06/14,walking,walking,2014-06-13T18:55:38+01:00,2014-06-13T19:00:39+01:00,301,0.181,445,21
13/06/14,walking,walking,2014-06-13T19:00:39+01:00,2014-06-13T19:00:50+01:00,11,0.004,15,1
13/06/14,walking,walking,2014-06-13T22:56:52+01:00,2014-06-13T22:56:56+01:00,4,0.002,5,0
14/06/14,transport,transport,2014-06-14T05:45:19+01:00,2014-06-14T06:47:40+01:00,3741,17.638,0,0
14/06/14,walking,walking,2014-06-14T06:47:39+01:00,2014-06-14T06:51:13+01:00,214,0.257,548,31
14/06/14,walking,walking,2014-06-14T06:51:14+01:00,2014-06-14T06:51:39+01:00,25,0.014,46,2
14/06/14,walking,walking,2014-06-14T06:54:36+01:00,2014-06-14T07:12:11+01:00,1055,0.866,1465,103
14/06/14,walking,walking,2014-06-14T07:12:10+01:00,2014-06-14T07:13:35+01:00,85,0.037,119,4
14/06/14,walking,walking,2014-06-14T07:17:17+01:00,2014-06-14T07:24:13+01:00,416,0.498,1180,59
14/06/14,transport,transport,2014-06-14T07:24:13+01:00,2014-06-14T07:36:50+01:00,757,2.120,0,0
14/06/14,walking,walking,2014-06-14T07:37:01+01:00,2014-06-14T07:37:54+01:00,53,0.022,70,3
14/06/14,transport,transport,2014-06-14T07:52:42+01:00,2014-06-14T08:33:00+01:00,2418,12.263,0,0
14/06/14,walking,walking,2014-06-14T08:33:00+01:00,2014-06-14T08:39:28+01:00,388,0.301,645,36
14/06/14,transport,transport,2014-06-14T08:42:21+01:00,2014-06-14T08:49:52+01:00,451,0.895,0,0
14/06/14,walking,walking,2014-06-14T08:49:56+01:00,2014-06-14T08:50:43+01:00,47,0.019,62,2
14/06/14,walking,walking,2014-06-14T11:26:00+01:00,2014-06-14T11:26:08+01:00,8,0.004,11,0
15/06/14,walking,walking,2014-06-15T09:22:59+01:00,2014-06-15T09:23:10+01:00,11,0.005,15,1
17/06/14,walking,walking,2014-06-17T07:26:10+01:00,2014-06-17T07:30:47+01:00,277,0.179,320,21
17/06/14,walking,walking,2014-06-17T07:30:47+01:00,2014-06-17T07:32:19+01:00,92,0.038,122,5
17/06/14,transport,transport,2014-06-17T07:42:09+01:00,2014-06-17T07:44:41+01:00,152,0.729,0,0
17/06/14,walking,walking,2014-06-17T07:44:41+01:00,2014-06-17T07:47:41+01:00,180,0.122,332,15
17/06/14,transport,transport,2014-06-17T07:47:41+01:00,2014-06-17T08:08:55+01:00,1274,11.961,0,0
17/06/14,walking,walking,2014-06-17T08:08:54+01:00,2014-06-17T08:14:24+01:00,330,0.110,353,13
17/06/14,transport,transport,2014-06-17T08:14:24+01:00,2014-06-17T08:44:31+01:00,1807,4.795,0,0
17/06/14,walking,walking,2014-06-17T08:44:31+01:00,2014-06-17T08:49:31+01:00,300,0.104,309,12
17/06/14,transport,transport,2014-06-17T08:49:31+01:00,2014-06-17T09:02:21+01:00,770,9.567,0,0
17/06/14,transport,transport,2014-06-17T09:38:09+01:00,2014-06-17T09:48:23+01:00,614,3.611,0,0
17/06/14,walking,walking,2014-06-17T09:48:22+01:00,2014-06-17T09:53:54+01:00,332,0.169,383,20
17/06/14,walking,walking,2014-06-17T09:53:55+01:00,2014-06-17T09:55:33+01:00,98,0.041,132,5
17/06/14,walking,walking,2014-06-17T10:00:05+01:00,2014-06-17T10:01:09+01:00,64,0.028,89,3
17/06/14,walking,walking,2014-06-17T11:37:34+01:00,2014-06-17T11:38:51+01:00,77,0.032,102,4
17/06/14,walking,walking,2014-06-17T12:16:24+01:00,2014-06-17T12:16:28+01:00,4,0.002,5,0
17/06/14,walking,walking,2014-06-17T13:31:13+01:00,2014-06-17T13:36:43+01:00,330,0.146,358,17
17/06/14,walking,walking,2014-06-17T14:07:54+01:00,2014-06-17T14:08:26+01:00,32,0.013,43,2
17/06/14,walking,walking,2014-06-17T14:18:23+01:00,2014-06-17T14:23:10+01:00,287,0.171,419,20
17/06/14,walking,walking,2014-06-17T14:23:10+01:00,2014-06-17T14:24:27+01:00,77,0.032,102,4
17/06/14,walking,walking,2014-06-17T15:45:00+01:00,2014-06-17T15:46:10+01:00,70,0.032,101,4
17/06/14,walking,walking,2014-06-17T16:26:48+01:00,2014-06-17T16:26:59+01:00,11,0.004,14,1
17/06/14,walking,walking,2014-06-17T17:13:22+01:00,2014-06-17T17:17:18+01:00,236,0.151,324,18
17/06/14,walking,walking,2014-06-17T19:36:52+01:00,2014-06-17T19:40:03+01:00,191,0.134,286,16
17/06/14,walking,walking,2014-06-17T20:00:12+01:00,2014-06-17T20:00:30+01:00,18,0.007,24,1
17/06/14,walking,walking,2014-06-17T22:15:02+01:00,2014-06-17T22:16:56+01:00,114,0.052,165,6
17/06/14,walking,walking,2014-06-17T23:01:44+01:00,2014-06-17T23:04:37+01:00,173,0.119,254,14
18/06/14,transport,transport,2014-06-18T10:36:58+01:00,2014-06-18T10:52:09+01:00,911,7.182,0,0
18/06/14,walking,walking,2014-06-18T10:52:09+01:00,2014-06-18T10:55:40+01:00,211,0.203,272,24
18/06/14,walking,walking,2014-06-18T10:55:40+01:00,2014-06-18T10:57:21+01:00,101,0.050,160,6
18/06/14,walking,walking,2014-06-18T11:00:00+01:00,2014-06-18T11:04:00+01:00,240,0.149,320,18
18/06/14,transport,transport,2014-06-18T11:15:53+01:00,2014-06-18T11:43:48+01:00,1675,39.960,0,0
18/06/14,walking,walking,2014-06-18T11:43:48+01:00,2014-06-18T11:48:18+01:00,270,0.246,494,29
18/06/14,transport,transport,2014-06-18T11:48:18+01:00,2014-06-18T12:10:23+01:00,1325,1.110,0,0
18/06/14,walking,walking,2014-06-18T12:10:22+01:00,2014-06-18T12:14:52+01:00,270,0.147,471,17
18/06/14,transport,transport,2014-06-18T12:14:52+01:00,2014-06-18T12:52:52+01:00,2280,2.564,0,0
18/06/14,walking,walking,2014-06-18T16:18:34+01:00,2014-06-18T16:19:12+01:00,38,0.017,55,2
18/06/14,walking,walking,2014-06-18T16:19:37+01:00,2014-06-18T16:28:13+01:00,516,0.430,856,51
18/06/14,walking,walking,2014-06-18T16:30:32+01:00,2014-06-18T16:32:47+01:00,135,0.084,180,10
18/06/14,walking,walking,2014-06-18T19:05:48+01:00,2014-06-18T19:06:18+01:00,30,0.012,39,1
18/06/14,walking,walking,2014-06-18T19:53:19+01:00,2014-06-18T20:03:19+01:00,600,0.301,600,36
18/06/14,transport,transport,2014-06-18T20:03:18+01:00,2014-06-18T20:08:48+01:00,330,0.788,0,0
18/06/14,walking,walking,2014-06-18T20:08:49+01:00,2014-06-18T20:11:49+01:00,180,0.069,221,8
18/06/14,transport,transport,2014-06-18T20:11:49+01:00,2014-06-18T20:45:57+01:00,2048,11.607,0,0
18/06/14,walking,walking,2014-06-18T20:45:56+01:00,2014-06-18T20:50:26+01:00,270,0.240,497,28
18/06/14,transport,transport,2014-06-18T20:50:27+01:00,2014-06-18T20:55:57+01:00,330,0.710,0,0
18/06/14,walking,walking,2014-06-18T20:55:57+01:00,2014-06-18T21:01:54+01:00,357,0.238,507,28
18/06/14,walking,walking,2014-06-18T21:01:54+01:00,2014-06-18T21:02:16+01:00,22,0.009,29,1
18/06/14,walking,walking,2014-06-18T22:38:09+01:00,2014-06-18T22:39:46+01:00,97,0.040,129,5
19/06/14,walking,walking,2014-06-19T13:52:55+01:00,2014-06-19T13:53:21+01:00,26,0.011,35,1
20/06/14,walking,walking,2014-06-20T10:39:50+01:00,2014-06-20T10:40:25+01:00,35,0.014,46,2
20/06/14,transport,transport,2014-06-20T10:48:24+01:00,2014-06-20T11:06:08+01:00,1064,3.043,0,0
20/06/14,walking,walking,2014-06-20T11:06:07+01:00,2014-06-20T11:09:44+01:00,217,0.086,278,10
20/06/14,walking,walking,2014-06-20T11:09:54+01:00,2014-06-20T11:10:33+01:00,39,0.016,52,2
20/06/14,walking,walking,2014-06-20T12:39:03+01:00,2014-06-20T12:39:37+01:00,34,0.014,45,2
20/06/14,walking,walking,2014-06-20T13:20:47+01:00,2014-06-20T13:23:34+01:00,167,0.126,269,15
20/06/14,transport,transport,2014-06-20T13:31:38+01:00,2014-06-20T13:43:25+01:00,707,3.481,0,0
20/06/14,walking,walking,2014-06-20T13:44:37+01:00,2014-06-20T13:45:17+01:00,40,0.017,53,2
21/06/14,walking,walking,2014-06-21T07:34:25+01:00,2014-06-21T07:34:41+01:00,16,0.007,21,1
21/06/14,walking,walking,2014-06-21T08:17:51+01:00,2014-06-21T08:18:07+01:00,16,0.007,21,1
23/06/14,transport,transport,2014-06-23T16:40:16+01:00,2014-06-23T17:37:00+01:00,3404,18.372,0,0
23/06/14,walking,walking,2014-06-23T17:37:56+01:00,2014-06-23T17:38:55+01:00,59,0.029,94,3
23/06/14,walking,walking,2014-06-23T17:49:24+01:00,2014-06-23T17:52:42+01:00,198,0.126,316,15
23/06/14,walking,walking,2014-06-23T17:56:09+01:00,2014-06-23T17:58:31+01:00,142,0.104,223,12
23/06/14,walking,walking,2014-06-23T18:00:38+01:00,2014-06-23T18:07:18+01:00,400,0.249,535,30
23/06/14,walking,walking,2014-06-23T19:01:15+01:00,2014-06-23T19:05:12+01:00,237,0.152,326,18
23/06/14,walking,walking,2014-06-23T20:47:38+01:00,2014-06-23T20:47:52+01:00,14,0.006,19,1
23/06/14,walking,walking,2014-06-23T20:49:34+01:00,2014-06-23T21:01:19+01:00,705,0.426,1179,51
23/06/14,transport,transport,2014-06-23T21:01:18+01:00,2014-06-23T21:37:38+01:00,2180,23.060,0,0
23/06/14,walking,walking,2014-06-23T21:39:39+01:00,2014-06-23T21:40:04+01:00,25,0.011,33,1
24/06/14,walking,walking,2014-06-24T02:44:21+01:00,2014-06-24T02:44:30+01:00,9,0.004,12,0
24/06/14,walking,walking,2014-06-24T03:40:51+01:00,2014-06-24T03:41:04+01:00,13,0.006,17,1
24/06/14,walking,walking,2014-06-24T07:15:54+01:00,2014-06-24T07:19:10+01:00,196,0.148,317,18
24/06/14,walking,walking,2014-06-24T07:27:27+01:00,2014-06-24T07:29:22+01:00,115,0.048,153,6
24/06/14,transport,transport,2014-06-24T07:38:50+01:00,2014-06-24T07:42:06+01:00,196,0.711,0,0
24/06/14,walking,walking,2014-06-24T07:42:06+01:00,2014-06-24T07:47:06+01:00,300,0.129,382,15
24/06/14,transport,transport,2014-06-24T07:47:06+01:00,2014-06-24T08:08:44+01:00,1298,11.693,0,0
24/06/14,walking,walking,2014-06-24T08:08:43+01:00,2014-06-24T08:11:43+01:00,180,0.254,340,30
24/06/14,transport,transport,2014-06-24T08:11:43+01:00,2014-06-24T08:17:43+01:00,360,1.941,0,0
24/06/14,walking,walking,2014-06-24T08:17:44+01:00,2014-06-24T08:25:31+01:00,467,0.499,679,59
24/06/14,walking,walking,2014-06-24T08:26:35+01:00,2014-06-24T08:27:39+01:00,64,0.028,90,3
24/06/14,walking,walking,2014-06-24T08:53:15+01:00,2014-06-24T09:13:08+01:00,1193,0.613,1730,73
24/06/14,walking,walking,2014-06-24T13:02:24+01:00,2014-06-24T13:02:53+01:00,29,0.012,39,1
24/06/14,walking,walking,2014-06-24T13:36:59+01:00,2014-06-24T13:43:53+01:00,414,0.213,551,25
24/06/14,walking,walking,2014-06-24T13:43:52+01:00,2014-06-24T13:44:52+01:00,60,0.019,60,2
24/06/14,walking,walking,2014-06-24T14:26:36+01:00,2014-06-24T14:26:45+01:00,9,0.004,12,0
24/06/14,walking,walking,2014-06-24T15:30:06+01:00,2014-06-24T15:33:22+01:00,196,0.159,342,19
24/06/14,walking,walking,2014-06-24T15:33:39+01:00,2014-06-24T15:40:27+01:00,408,0.353,492,42
24/06/14,walking,walking,2014-06-24T15:40:28+01:00,2014-06-24T15:42:58+01:00,150,0.126,270,15
24/06/14,transport,transport,2014-06-24T15:49:29+01:00,2014-06-24T16:01:51+01:00,742,2.649,0,0
24/06/14,walking,walking,2014-06-24T17:55:41+01:00,2014-06-24T17:56:37+01:00,56,0.023,74,3
24/06/14,walking,walking,2014-06-24T18:04:22+01:00,2014-06-24T18:08:50+01:00,268,0.184,395,22
24/06/14,walking,walking,2014-06-24T19:44:50+01:00,2014-06-24T19:45:21+01:00,31,0.012,41,1
24/06/14,walking,walking,2014-06-24T19:49:18+01:00,2014-06-24T19:52:19+01:00,181,0.145,289,17
24/06/14,transport,transport,2014-06-24T19:52:19+01:00,2014-06-24T19:58:15+01:00,356,0.431,0,0
24/06/14,walking,walking,2014-06-24T20:02:02+01:00,2014-06-24T20:02:07+01:00,5,0.002,6,0
24/06/14,walking,walking,2014-06-24T20:02:06+01:00,2014-06-24T20:04:49+01:00,163,0.173,239,21
24/06/14,transport,transport,2014-06-24T20:04:49+01:00,2014-06-24T20:33:49+01:00,1740,11.566,0,0
24/06/14,walking,walking,2014-06-24T20:33:49+01:00,2014-06-24T20:36:39+01:00,170,0.157,275,19
24/06/14,transport,transport,2014-06-24T20:36:39+01:00,2014-06-24T20:40:09+01:00,210,0.528,0,0
24/06/14,walking,walking,2014-06-24T20:40:09+01:00,2014-06-24T20:43:23+01:00,194,0.171,229,20
24/06/14,walking,walking,2014-06-24T20:43:23+01:00,2014-06-24T20:45:23+01:00,120,0.078,222,9
25/06/14,walking,walking,2014-06-25T06:32:18+01:00,2014-06-25T06:32:32+01:00,14,0.006,18,1
26/06/14,walking,walking,2014-06-26T02:34:05+01:00,2014-06-26T02:34:10+01:00,5,0.002,6,0
26/06/14,walking,walking,2014-06-26T22:32:29+01:00,2014-06-26T22:32:40+01:00,11,0.004,14,1
27/06/14,walking,walking,2014-06-27T01:31:44+01:00,2014-06-27T01:31:58+01:00,14,0.006,18,1
27/06/14,walking,walking,2014-06-27T02:35:01+01:00,2014-06-27T02:35:09+01:00,8,0.003,10,0
27/06/14,transport,transport,2014-06-27T06:39:56+01:00,2014-06-27T06:59:57+01:00,1201,10.919,0,0
27/06/14,walking,walking,2014-06-27T06:59:57+01:00,2014-06-27T07:07:18+01:00,441,0.368,494,44
27/06/14,walking,walking,2014-06-27T07:11:49+01:00,2014-06-27T07:12:37+01:00,48,0.020,64,2
27/06/14,walking,walking,2014-06-27T08:04:45+01:00,2014-06-27T08:16:42+01:00,717,0.500,1189,59
27/06/14,walking,walking,2014-06-27T08:26:00+01:00,2014-06-27T08:31:21+01:00,321,0.211,487,25
27/06/14,walking,walking,2014-06-27T08:31:21+01:00,2014-06-27T08:31:38+01:00,17,0.007,23,1
27/06/14,walking,walking,2014-06-27T11:25:30+01:00,2014-06-27T11:42:14+01:00,1004,0.531,1257,63
27/06/14,walking,walking,2014-06-27T12:39:41+01:00,2014-06-27T12:39:49+01:00,8,0.004,11,0
27/06/14,walking,walking,2014-06-27T12:41:17+01:00,2014-06-27T12:54:12+01:00,775,0.522,1141,62
27/06/14,walking,walking,2014-06-27T13:26:02+01:00,2014-06-27T13:26:32+01:00,30,0.012,40,1
27/06/14,walking,walking,2014-06-27T13:34:46+01:00,2014-06-27T13:50:52+01:00,966,0.587,1574,70
27/06/14,walking,walking,2014-06-27T13:50:51+01:00,2014-06-27T13:50:52+01:00,1,0.001,1,0
27/06/14,walking,walking,2014-06-27T14:07:02+01:00,2014-06-27T14:07:51+01:00,49,0.021,65,2
27/06/14,walking,walking,2014-06-27T14:52:09+01:00,2014-06-27T14:59:42+01:00,453,0.465,724,55
27/06/14,walking,walking,2014-06-27T14:59:43+01:00,2014-06-27T14:59:54+01:00,11,0.005,16,1
27/06/14,walking,walking,2014-06-27T15:01:55+01:00,2014-06-27T15:06:38+01:00,283,0.189,405,22
27/06/14,walking,walking,2014-06-27T19:30:40+01:00,2014-06-27T19:39:13+01:00,513,0.197,422,23
27/06/14,transport,transport,2014-06-27T19:39:13+01:00,2014-06-27T19:44:13+01:00,300,1.083,0,0
27/06/14,walking,walking,2014-06-27T19:44:13+01:00,2014-06-27T19:48:26+01:00,253,0.103,272,12
27/06/14,walking,walking,2014-06-27T19:49:00+01:00,2014-06-27T19:52:02+01:00,182,0.162,347,19
27/06/14,transport,transport,2014-06-27T20:13:26+01:00,2014-06-27T20:32:51+01:00,1165,11.449,0,0
27/06/14,walking,walking,2014-06-27T20:32:51+01:00,2014-06-27T20:36:21+01:00,210,0.163,315,19
27/06/14,transport,transport,2014-06-27T20:36:21+01:00,2014-06-27T20:39:51+01:00,210,0.746,0,0
27/06/14,walking,walking,2014-06-27T20:39:51+01:00,2014-06-27T20:45:26+01:00,335,0.176,383,21
27/06/14,walking,walking,2014-06-27T21:37:26+01:00,2014-06-27T21:37:42+01:00,16,0.007,21,1
28/06/14,walking,walking,2014-06-28T00:17:33+01:00,2014-06-28T00:17:40+01:00,7,0.003,9,0
28/06/14,walking,walking,2014-06-28T09:20:16+01:00,2014-06-28T09:20:35+01:00,19,0.008,25,1
28/06/14,walking,walking,2014-06-28T10:23:19+01:00,2014-06-28T10:25:30+01:00,131,0.081,175,10
28/06/14,walking,walking,2014-06-28T11:04:11+01:00,2014-06-28T11:04:47+01:00,36,0.016,52,2
28/06/14,walking,walking,2014-06-28T22:29:03+01:00,2014-06-28T22:29:38+01:00,35,0.014,46,2
29/06/14,walking,walking,2014-06-29T14:00:13+01:00,2014-06-29T14:00:22+01:00,9,0.004,12,0
29/06/14,walking,walking,2014-06-29T17:41:53+01:00,2014-06-29T17:42:05+01:00,12,0.005,16,1
30/06/14,walking,walking,2014-06-30T12:26:16+01:00,2014-06-30T12:28:35+01:00,139,0.089,190,11
30/06/14,walking,walking,2014-06-30T18:06:16+01:00,2014-06-30T18:13:35+01:00,439,0.283,606,34
30/06/14,walking,walking,2014-06-30T19:04:28+01:00,2014-06-30T19:07:02+01:00,154,0.096,205,11
30/06/14,walking,walking,2014-06-30T23:28:17+01:00,2014-06-30T23:28:29+01:00,12,0.005,16,1
